1,イマイチ,いまいち,imaichi,"not quite, not very good, lacking",Adverb,この映画はイマイチだった。,This movie was not very good.,kono eiga wa imaichi datta.,"Used to express dissatisfaction or something that is ""just not quite right."""
2, 視聴率           , しちょうりつ , shichouritsu ," program rating, audience rating                                                       ", Noun           , この番組の視聴率は高い。                     , This program has a high audience rating.                     , kono bangumi no shichouritsu wa takai.             , Commonly used in the context of TV or radio program ratings.                                            
3, 鋭い             , するどい     , surudoi      ," acute, keen, sharp, quick, piercing                                                   ", Adjective      , 彼の鋭い観察力に驚いた。                     , I was amazed by his keen observation skills.                 , kare no surudoi kansatsuryoku ni odoroita.         ," Describes something with sharpness or quickness, either physically or mentally.                         "
4, ミステリアス     , ミステリアス , misuteriasu  , mysterious                                                                            , Adjective      , 彼女はミステリアスな雰囲気を持っている。     , She has a mysterious aura.                                   , kanojo wa misuteriasu na fun'iki o motte iru.      ," Borrowed from English, used to describe something or someone enigmatic or secretive.                    "
5, イチゴ狩り       , いちごがり   , ichigo-gari  , strawberry picking                                                                    , Noun           , 毎年、イチゴ狩りに行くのが楽しみだ。         , I look forward to going strawberry picking every year.       ," maitoshi, ichigo-gari ni iku no ga tanoshimi da.   "," A popular activity, especially in spring in Japan.                                                      "
6, 穴場             , あなば       , anaba        ," little-known good spot, a good place not many people know about                       ", Noun           , このレストランは穴場だよ。                   , This restaurant is a hidden gem.                             , kono resutoran wa anaba da yo.                     , Refers to a place that is not widely known but is considered a great find.                              
7, 損壊             , そんかい     , sonkai       ," damage, destruction, failure, to damage                                               ", Noun/Verb      , 地震で家が損壊した。                         , The house was damaged in the earthquake.                     , jishin de ie ga sonkai shita.                      , Often used in legal or insurance contexts to describe property damage.                                  
8, 心境             , しんきょう   , shinkyō      ," mental state, state of mind                                                           ", Noun           , 彼は心境を語るのが得意だ。                   , He is good at talking about his state of mind.               , kare wa shinkyō o kataru no ga tokui da.           , Refers to someone's emotional or mental state at a given time.                                          
9, 鈍感             , どんかん     , donkan       ," stolidity, dull, insensible, unaffected                                               ", Adjective      , 彼は鈍感だから、気づかないだろう。           ," He's so insensitive, he probably won't notice.               "," kare wa donkan dakara, kizukanai darou.            ", Describes a lack of sensitivity or awareness to situations or emotions.                                 
10, 参道             , さんどう     , sandō        ," the approach, an entrance path (to a Shinto shrine)                                   ", Noun           , 神社の参道を歩いている。                     , I'm walking along the shrine's approach path.                , jinja no sandō o aruite iru.                       ," Refers specifically to the path leading up to a Shinto shrine, often lined with trees or gates.         "
