1,掛け持ち,かけもち,kakemochi,working in two or more places,Noun/Verb,彼は二つの仕事を掛け持ちしている。,He works two jobs.,kare wa futatsu no shigoto o kakemochi shite iru.,Refers to having multiple jobs or responsibilities.
2, 本末転倒         , ほんまつてんとう , honmatsutentō , mistake the means for the end            , Noun           , 目的を忘れて、本末転倒になっている。     ," They've forgotten the purpose, and it's become a case of putting the cart before the horse. "," mokuteki o wasurete, honmatsutentō ni natte iru.   ", Refers to a situation where priorities are reversed or confused.                           
3, 一瞬             , いっしゅん       , isshun        ," moment, instant                          ", Noun/Adverb    , 一瞬の出来事だった。                     , It was a momentary event.                                                                   , isshun no dekigoto datta.                          , Used to describe a very brief moment of time.                                              
4, 通常             , つうじょう       , tsūjō         ," normal, usual, generally                 ", Noun/Adverb    , 通常、ここは静かだ。                     ," Normally, it is quiet here.                                                                 "," tsūjō, koko wa shizuka da.                         ", Refers to the standard or usual state of things.                                           
5, 常に             , つねに           , tsuneni       ," always, constantly                       ", Adverb         , 彼は常に前向きだ。                       , He is always positive.                                                                      , kare wa tsuneni maemuki da.                        , Refers to something that happens consistently or all the time.                             
6, 挫折             , ざせつ           , zasetsu       ," setback, frustration, to be discouraged  ", Noun/Verb      , 彼は挫折を乗り越えて成功した。           , He overcame setbacks and succeeded.                                                         , kare wa zasetsu o norikoete seikō shita.           , Used to describe overcoming failure or frustration.                                        
7, 愚痴             , ぐち             , guchi         ," complaint, murmur                        ", Noun           , 彼はいつも愚痴をこぼしている。           , He’s always complaining.                                                                    , kare wa itsumo guchi o koboshite iru.              , Refers to venting dissatisfaction or whining.                                              
8, 取り寄せる       , とりよせる       , toriyoseru    ," to order, to send for                    ", Verb           , 本を取り寄せてくれる？                   , Can you order the book for me?                                                              , hon o toriyosete kureru?                           , Often used when requesting an item to be brought or ordered.                               
9, グルメ           , グルメ           , gurume        , gourmet                                  , Noun           , 彼はグルメで、美味しい料理を探している。 , He is a gourmet and looks for delicious dishes.                                             ," kare wa gurume de, oishī ryōri o sagashite iru.    ", Refers to a person with refined tastes in food.                                            
10, 達成             , たっせい         , tassei        ," accomplishment, achievement              ", Noun/Verb      , 目標を達成した。                         , I achieved my goal.                                                                         , mokuhyō o tassei shita.                            , Refers to successfully completing a task or objective.                                     
