1,お願い,お願い,onegai,request/wish/please,noun/interjection,お願いします。,Please.,onegai shimasu.,Used to politely ask for something.
2, ガラス           , ガラス       , garasu     , glass                                            , noun              , ガラスのコップ                   , glass cup                        , garasu no koppu                  , Refers to the material or object made of glass.    
3, 新聞紙           , しんぶんし   , shinbunshi , newspaper                                        , noun              , 朝日新聞を読みます。             , I read the Asahi Shimbun.        , Asahi shinbun o yomimasu.        , A common type of printed media.                    
4, 包む             , つつむ       , tsutsumu   , to wrap/to pack                                  , verb              , プレゼントを包みます。           , I wrap a present.                , purezento o tsutsumimasu.        , Used to describe the action of covering something. 
5, 割れる           , われる       , wareru     , to split/to break                                , verb              , ガラスが割れた。                 , The glass broke.                 , garasu ga wareta.                , Often used for fragile objects.                    
6, 半分             , はんぶん     , hanbun     , half                                             , noun              , 半分ください。                   , Please give me half.             , hanbun kudasai.                  , Indicates a division into two equal parts.         
7, 量               , りょう       , ryō        , amount                                           , noun              , 水の量が多い。                   , The amount of water is large.    , mizu no ryō ga ōi.               , Refers to the quantity or size of something.       
8, パンフレット     , パンフレット , panfuretto , pamphlet/brochure                                , noun              , このパンフレットを見てください。 , Please look at this pamphlet.    , kono panfuretto o mite kudasai.  , A printed material containing information.         
9, 案内             , あんない     , annai      , guide/to guide/introduce                         , noun/verb         , 道案内をします。                 , I will guide you.                , michi annai o shimasu.           , Used for guiding someone or providing information. 
10, 棚               , たな         , tana       , shelf                                            , noun              , 本を棚に置きます。               , I put the book on the shelf.     , hon o tana ni okimasu.           , A flat surface used for storing things.            
11, 書類             , しょるい     , shorui     , documents/files                                  , noun              , 書類を整理します。               , I organize the documents.        , shorui o seiri shimasu.          , Refers to official papers or records.              
12, そのまま         , そのまま     , sonomama   , as it is                                         , adverb            , そのまま置いてください。         , Please leave it as it is.        , sonomama oite kudasai.           , Indicates a state of being left unchanged.         
13, そのまま         , そのまま     , sonomama   , there                                            , adverb            , そのまま置いてください。         , Please leave it there.           , sonomama oite kudasai.           , Indicates a location without movement.             
14, コピー           , コピー       , kopī       , copy/to copy                                     , noun/verb         , コピー機でコピーします。         , I copy it with a copy machine.   , kopīki de kopī shimasu.          , To make an identical duplicate.                    
15, コピー機         , コピーき     , kopīki     , copy machine                                     , noun              , コピー機でコピーします。         , I copy it with a copy machine.   , kopīki de kopī shimasu.          , A machine used for making copies.                  
16, ルール           , ルール       , rūru       , rule                                             , noun              , ルールを守りましょう。           , Let's follow the rules.          , rūru o mamorimashou.             , A regulation or guideline.                         
17, 彼               , かれ         , kare       , he/boyfriend                                     , pronoun           , 彼は医者です。                   , He is a doctor.                  , kare wa isha desu.               , Used to refer to a male person.                    
18, 彼女             , かのじょ     , kanojo     , she/girlfriend                                   , pronoun           , 彼女は学生です。                 , She is a student.                , kanojo wa gakusei desu.          , Used to refer to a female person.                  
19, 恋人             , こいびと     , koibito    , lover                                            , noun              , 彼は私の恋人です。               , He is my lover.                  , kare wa watashi no koibito desu. , Refers to a romantic partner.                      
20, 予報             , よほう       , yohō       , forecast/to forecast                             , noun/verb         , 天気予報を見ます。               , I watch the weather forecast.    , tenki yohō o mimasu.             , A prediction of future events.                     
