1,お陰,おかげ,okage,thanks,n.,あなたのお陰で成功しました。,"Thanks to you, I succeeded.",Anata no okage de seikou shimashita.,Expresses gratitude.
2, 多分             , たぶん         , tabun         , probably            , adv.           , 多分明日は雨が降ります。               , It will probably rain tomorrow.       , Tabun ashita wa ame ga furimasu.       , Used to express uncertainty.                
3, 笑う             , わらう         , warau         , to laugh            , vi.            , 彼は面白いことを言って笑った。         , He laughed at something funny.        , Kare wa omoshiroi koto o itte waratta. , Refers to expressing joy.                   
4, 健康             , けんこう       , kenkou        , health              , n.             , 健康が一番大切です。                   , Health is the most important.         , Kenkou ga ichiban taisetsu desu.       , Relates to physical well-being.             
5, やる気           , やるき         , yaruki        , motivation          , n.             , 彼にはやる気があります。               , He has motivation.                    , Kare ni wa yaruki ga arimasu.          , Refers to a desire to do something.         
6, 多分             , どんどん       , dondon        , rapidly             , adv.           , どんどん進んでいます。                 , We are making rapid progress.         , Dondon susundeimasu.                   , Indicates quick advancement.                
7, 平日             , へいじつ       , heijitsu      , weekdays            , n.             , 平日は仕事が忙しいです。               , Weekdays are busy for work.           , Heijitsu wa shigoto ga isogashii desu. , Refers to Monday through Friday.            
8, 週末             , しゅうまつ     , shuumatsu     , weekends            , n.             , 週末は友達と出かけます。               , I go out with friends on weekends.    , Shuumatsu wa tomodachi to dekakemasu.  , Refers to Saturday and Sunday.              
9, スポーツクラブ   , スポーツクラブ , supōtsukurabu , sports club         , n.             , スポーツクラブに入っています。         , I belong to a sports club.            , Supōtsukurabu ni haitteimasu.          , Places for athletic activities.             
10, 寄る             , よる           , yoru          , stop by             , vi.            , 仕事の後に寄ります。                   , I will stop by after work.            , Shigoto no ato ni yorimasu.            , Refers to visiting briefly.                 
11, 募集             , ぼしゅう       , boshuu        , recruitment         , n./vt.         , 新しい社員を募集しています。           , We are recruiting new employees.      , Atarashii shain o boshuu shiteimasu.   , Often used in job contexts.                 
12, 応募             , おうぼ         , oubo          , application         , n./vi.         , 応募は明日締め切りです。               , The application deadline is tomorrow. , Oubo wa ashita shimekiri desu.         , Refers to submitting applications.          
13, テキスト         , テキスト       , tekisuto      , text                , n.             , このテキストを読みました。             , I read this text.                     , Kono tekisuto o yomimashita.           , Refers to written material.                 
14, カーテン         , カーテン       , kāten         , curtain             , n.             , カーテンを閉めてください。             , Please close the curtain.             , Kāten o shimete kudasai.               , Used in windows for privacy.                
15, ソフトウェア     , ソフトウェア   , sofutowea     , software            , n.             , このソフトウェアは便利です。           , This software is useful.              , Kono sofutowea wa benri desu.          , Refers to computer programs.                
16, ハードウエア     , ハードウエア   , hādo wea      , hardware            , n.             , ハードウエアをアップグレードしました。 , I upgraded the hardware.              , Hādo wea o appugurēdo shimashita.      , Refers to physical components of computers. 
17, 光る             , ひかる         , hikaru        , to light            , vi.            , 星が光っています。                     , The stars are shining.                , Hoshi ga hikatteimasu.                 , Refers to emitting light.                   
18, 光               , ひかり         , hikari        , light               , n.             , 光が強いです。                         , The light is bright.                  , Hikari ga tsuyoi desu.                 , Refers to illumination.                     
