1,能力,のうりょく,nōryoku,ability/skill/capacity,Noun,彼は多くの能力を持っている。,He has many abilities.,Kare wa ōku no nōryoku o motte iru.,Refers to various skills or capacities.
2, 間               , あいだ         , aida          , a distance/an interval , Noun           , 二人の間には大きな距離がある。 , There is a great distance between the two.         , Futari no aida ni wa ōkina kyori ga aru. , Indicates physical or metaphorical space. 
3, つもり           , つもり         , tsumori       , intention              , Noun           , 私は行くつもりです。           , I intend to go.                                    , Watashi wa iku tsumori desu.             , Expresses intention or plan.              
4, 都合             , つごう         , tsugō         , convenience            , Noun           , その日は都合が悪いです。       , That day is inconvenient.                          , Sono hi wa tsugō ga warui desu.          , Refers to personal circumstances.         
5, 最近             , さいきん       , saikin        , recently               , Noun           , 最近は忙しいです。             , I have been busy recently.                         , Saikin wa isogashii desu.                , Refers to a recent time frame.            
6, 将来             , しょうらい     , shōrai        , future                 , Noun           , 将来の夢があります。           , I have a dream for the future.                     , Shōrai no yume ga arimasu.               , Pertains to upcoming times.               
7, 最初             , さいしょ       , saisho        , the first              , Noun           , 最初のステップが重要です。     , The first step is important.                       , Saisho no suteppu ga jūyō desu.          , Refers to the beginning of something.     
8, 最後             , さいご         , saigo         , the last               , Noun           , 最後のチャンスです。           , This is the last chance.                           , Saigo no chansu desu.                    , Refers to the end or conclusion.          
9, 今夜             , こんや         , kon'ya        , tonight                , Noun           , 今夜はパーティーがあります。   , There is a party tonight.                          , Kon'ya wa pātī ga arimasu.               , Refers to the current evening.            
10, 心配             , しんぱい       , shinpai       , concern/to worry       , Noun/G3        , 彼女のことが心配です。         , I am worried about her.                            , Kanojo no koto ga shinpai desu.          , Expresses worry or concern.               
11, 準備             , じゅんび       , junbi         , preparation            , Noun/G3        , 準備ができました。             , The preparations are ready.                        , Junbi ga dekimashita.                    , Refers to getting ready for something.    
12, 頑張る           , がんばる       , ganbaru       , to do one's best       , G1             , もっと頑張ってください。       , Please do your best.                               , Motto ganbatte kudasai.                  , Encouragement to put in effort.           
13, ランチ           , ランチ         , ranchi        , lunch                  , Noun           , ランチは 12 時です。           , Lunch is at 12 o'clock.                            , Ranchi wa 12-ji desu.                    , Common term for midday meal.              
14, ディナー         , ディナー       , dinā          , dinner                 , Noun           , ディナーは何時ですか？         , What time is dinner?                               , Dinā wa nan-ji desu ka?                  , Refers to the evening meal.               
15, 自分             , じぶん         , jibun         , self                   , Noun           , 自分を大切にしてください。     , Please take care of yourself.                      , Jibun o taisetsu ni shite kudasai.       , Refers to oneself.                        
16, 留学             , りゅうがく     , ryūgaku       , study abroad           , Noun/G3        , 留学したいです。               , I want to study abroad.                            , Ryūgaku shitai desu.                     , Refers to studying in a foreign country.  
17, 留学生           , りゅうがくせい , ryūgakusei    , international student  , Noun           , 彼は留学生です。               , He is an international student.                    , Kare wa ryūgakusei desu.                 , Refers to students studying abroad.       
18, 入学             , にゅうがく     , nyūgaku       , entrance into school   , Noun/G3        , 入学式は明日です。             , The entrance ceremony is tomorrow.                 , Nyūgakushiki wa ashita desu.             , Pertains to starting school.              
19, 入学式           , にゅうがくしき , nyūgakushiki  , entrance ceremony      , Noun           , 入学式は家族と行きます。       , I will go to the entrance ceremony with my family. , Nyūgakushiki wa kazoku to ikimasu.       , Formal event for new students.            
20, 卒業             , そつぎょう     , sotsugyō      , graduation             , Noun/G3        , 卒業式は素晴らしかった。       , The graduation ceremony was wonderful.             , Sotsugyōshiki wa subarashikatta.         , Marks the completion of studies.          
21, 卒業式           , そつぎょうしき , sotsugyōshiki , graduation ceremony    , Noun           , 卒業式の準備をしています。     , I am preparing for the graduation ceremony.        , Sotsugyōshiki no junbi o shiteimasu.     , Formal celebration of graduation.         
