1,止む,やむ,yamu,to stop,Verb (intransitive),雨が止みました。,The rain has stopped.,Ame ga yamimashita.,Used for natural occurrences stopping
2, 止める           , やめる       , yameru     , to stop             , Verb (transitive)   , 車を止めてください。           , Please stop the car.                     , Kuruma o yamete kudasai.              , Used for stopping actions or objects     
3, 中止             , ちゅうし     , chuushi    , stop                , Noun/Verb           , 会議が中止になりました。       , The meeting has been canceled.           , Kaigi ga chuushi ni narimashita.      , Used for events or actions being halted  
4, 辞める           , やめる       , yameru     , to resign           , Verb (transitive)   , 彼は仕事を辞めました。         , He resigned from his job.                , Kare wa shigoto o yamemashita.        , Used when leaving a job or position      
5, 遠く             , とおく       , tooku      , far                 , Adverb              , 遠くに見えます。               , I can see it from far away.              , Tooku ni miemasu.                     , Refers to distance                       
6, 離れる           , はなれる     , hanareru   , to go away from     , Verb (intransitive) , 彼は家から離れました。         , He went away from home.                  , Kare wa ie kara hanaremashita.        , Indicates physical distance from a place 
7, 揃う             , そろう       , sorou      , to gather           , Verb (intransitive) , みんなが揃いました。           , Everyone has gathered.                   , Minna ga sorou mashita.               , Often used for groups coming together    
8, 集合             , しゅうごう   , shuugou    , getting together    , Noun/Verb           , ここで集合しましょう。         , Let's gather here.                       , Koko de shuugou shimashou.            , Used for meetings or assemblies          
9, スタッフ         , スタッフ     , sutaffu    , staff               , Noun                , スタッフが仕事をしています。   , The staff is working.                    , Sutaffu ga shigoto o shiteimasu.      , Refers to a group of employees           
10, スケジュール     , スケジュール , sukejuuru  , schedule            , Noun                , 予定をスケジュールに書きます。 , I will write the plans in the schedule.  , Yotei o sukejuuru ni kakimasu.        , Commonly used for planning               
11, 配る             , くばる       , kubaru     , to distribute       , Verb (transitive)   , 資料を配ります。               , I will distribute the materials.         , Shiryou o kubarimasu.                 , Used for handing out items               
12, 服               , ふく         , fuku       , clothes             , Noun                , 新しい服を買いました。         , I bought new clothes.                    , Atarashii fuku o kaimashita.          , General term for garments                
13, スーツ           , スーツ       , suutsu     , suit                , Noun                , スーツを着て行きます。         , I will go wearing a suit.                , Suutsu o kite ikimasu.                , Formal attire                            
14, 下着             , したぎ       , shitagi    , underwear           , Noun                , 下着を買いました。             , I bought underwear.                      , Shitagi o kaimashita.                 , Refers to clothing worn under garments   
15, 着替える         , きがえる     , kigaeru    , to change clothes   , Verb (transitive)   , 服を着替えます。               , I will change my clothes.                , Fuku o kigaemasu.                     , Refers to changing outfits               
16, 昼休み           , ひるやすみ   , hiruyasumi , lunch break         , Noun                , 昼休みを楽しみにしています。   , I am looking forward to the lunch break. , Hiruyasumi o tanoshimi ni shiteimasu. , Common break during the day              
17, 内               , うち         , uchi       , inside              , Noun                , 内に入ってください。           , Please come inside.                      , Uchi ni haitte kudasai.               , Refers to the interior of a place        
18, ~内              , ~ない        , ~nai       , within              , Noun                , その範囲内で。                 , Within that range.                       , Sono han'i nai de.                    , Used to describe limits                  
19, 以上             , いじょう     , ijou       , more than           , Noun                , 20 人以上参加しました。        , More than 20 people participated.        , 20 nin ijou sanka shimashita.         , Indicates a quantity exceeding a number  
20, 以内             , いない       , inai       , within              , Noun                , 一時間以内に終わります。       , It will finish within an hour.           , Ichijikan inai ni owarimasu.          , Refers to limits or boundaries           
21, 以下             , いか         , ika        , less than           , Noun                , 10 人以下の参加者。            , Participants less than 10.               , 10 nin ika no sanka-sha.              , Indicates a quantity below a number      
22, 政治             , せいじ       , seiji      , politics            , Noun                , 政治について話しましょう。     , Let's talk about politics.               , Seiji ni tsuite hanashimashou.        , Related to governance and public affairs 
23, 政治家           , せいじか     , seijika    , politician          , Noun                , 彼は有名な政治家です。         , He is a famous politician.               , Kare wa yuumei na seijika desu.       , Refers to elected officials              
24, 布団             , ふとん       , futon      , comforter           , Noun                , 布団で寝ます。                 , I sleep on a comforter.                  , Futon de nemasu.                      , Traditional Japanese bedding             
25, 皆様             , みなさま     , minasama   , everyone            , Noun                , 皆様、こんにちは。             , Hello everyone.                          ," Minasama, konnichiwa.                 ", Polite form to address a group           
26, 出発             , しゅっぱつ , shuppatsu     , departure           , Noun/Verb           , 出発の時間は何時ですか？       , What time is the departure?                  , Shuppatsu no jikan wa nanji desu ka?       , Commonly used for travel or journeys             
27, 持ち込み         , もちこみ   , mochikomi     , bringing in         , Noun                , 持ち込みは禁止です。           , Bringing in items is prohibited.             , Mochikomi wa kinshi desu.                  , Often used in event or venue contexts            
28, イベント         , イベント   , ibento        , event               , Noun                , 今週末にイベントがあります。   , There is an event this weekend.              , Konshuumatsu ni ibento ga arimasu.         , Refers to organized activities or gatherings     
29, 複雑             , ふくざつ   , fukuzatsu     , complicated         , Noun/Adj.           , 問題は複雑です。               , The problem is complicated.                  , Mondai wa fukuzatsu desu.                  , Used for situations that are not straightforward 
30, 遠慮             , えんりょ   , enryo         , modesty             , Noun/Verb           , 遠慮しないでください。         , Please do not be modest.                     , Enryo shinaide kudasai.                    , Often used in social contexts                    
31, 運動             , うんどう   , undou         , exercise            , Noun/Verb           , 毎日運動しています。           , I exercise every day.                        , Mainichi undou shiteimasu.                 , Important for health and fitness                 
32, 景色             , けしき     , keshiki       , landscape/scenery   , Noun                , この景色は美しいです。         , This scenery is beautiful.                   , Kono keshiki wa utsukushii desu.           , Refers to natural views                          
33, 経済             , けいざい   , keizai        , economy             , Noun                , 経済は成長しています。         , The economy is growing.                      , Keizai wa seichou shiteimasu.              , Related to financial systems                     
34, 必要             , ひつよう   , hitsuyou      , essential           , Noun/Adj.           , これは必要です。               , This is essential.                           , Kore wa hitsuyou desu.                     , Indicates necessity                              
35, 暖房             , だんぼう   , danbou        , heater              , Noun                , 暖房をつけてください。         , Please turn on the heater.                   , Danbou o tsukete kudasai.                  , Commonly used in cold weather contexts           
36, 寝坊             , ねぼう     , nebou         , sleeping in         , Noun/Verb           , 寝坊しました。                 , I overslept.                                 , Nebou shimashita.                          , Refers to sleeping longer than intended          
37, 役に立つ         , やくにたつ , yaku ni tatsu , to be useful        , Verb                , この情報は役に立ちます。       , This information is useful.                  , Kono jouhou wa yaku ni tachimasu.          , Used for helpful resources                       
38, 乾かす           , かわかす   , kawakasu      , to dry              , Verb (transitive)   , 洗濯物を乾かします。           , I will dry the laundry.                      , Sentakumono o kawakasu.                    , Commonly used for drying clothes                 
39, 計画             , けいかく   , keikaku       , plan                , Noun/Verb           , 旅行の計画を立てます。         , I will make a plan for the trip.             , Ryokou no keikaku o tatemasu.              , Important for organizing activities              
40, 経験             , けいけん   , keiken        , experience          , Noun/Verb           , 多くの経験があります。         , I have a lot of experience.                  , Ooku no keiken ga arimasu.                 , Used in professional contexts                    
41, 眼鏡             , めがね     , megane        , glasses             , Noun                , 眼鏡をかけています。           , I am wearing glasses.                        , Megane o kaketeimasu.                      , Common eyewear for vision correction             
42, かける           , かける     , kakeru        , to wear             , Verb (transitive)   , 帽子をかけます。               , I will wear a hat.                           , Boushi o kakemasu.                         , Used for wearing accessories                     
