1,トラブル,とらぶる,toraburu,trouble,Noun,彼はトラブルに巻き込まれた。,He got involved in trouble.,Kare wa toraburu ni makikomarareta.,Commonly used in both casual and formal contexts.
2, 科学             , かがく       , kagaku       , science                         , Noun             , 科学は面白いです。                         , Science is interesting.                                 , Kagaku wa omoshiroi desu.                             , Refers to the natural and social sciences.                 
3, 現在             , げんざい     , genzai       , the present time                , Noun/Adverb      , 現在、私は勉強しています。                 ," At present, I am studying.                              "," Genzai, watashi wa benkyou shiteimasu.                ", Used to refer to the current time.                         
4, 従う             , したがう     , shitagau     , to follow/to obey               , Verb             , 彼はルールに従っています。                 , He is following the rules.                              , Kare wa ruuru ni shitagatteimasu.                     , Can imply both literal and figurative following.           
5, 済む             , すむ         , sumu         , to finish/to settle             , Verb             , 問題はもう済みました。                     , The problem has already been settled.                   , Mondai wa mou sumimashita.                            , Often used in the context of completing tasks.             
6, わざわざ         , わざわざ     , wazawaza     , expressly/on purpose            , Adverb           , わざわざ来てくれてありがとう。             , Thank you for coming expressly.                         , Wazawaza kite kurete arigatou.                        , Indicates a deliberate action.                             
7, 幸い             , さいわい     , saiwai       , fortunate/fortunately           , Noun/Adj./Adverb , 幸い、彼は無事でした。                     ," Fortunately, he was safe.                               "," Saiwai, kare wa buji deshita.                         ", Used to express good fortune or luck.                      
8, 不幸             , ふこう       , fukou        , unfortunate/unfortunately       , Noun/Adj.        , 不幸な事故がありました。                   ," Unfortunately, there was an accident.                   ", Fukou na jiko ga arimashita.                          , Indicates bad luck or misfortune.                          
9, 御社             , おんしゃ     , onsha        , your company (honorific)        , Noun             , 御社に感謝いたします。                     , I appreciate your company.                              , Onsha ni kansha itashimasu.                           , A polite way to refer to someone’s company.                
10, 損失             , そんしつ     , sonshitsu    , loss                            , Noun/Verb        , 損失が出てしまった。                       , There has been a loss.                                  , Sonshitsu ga dete shimatta.                           , Commonly used in business contexts.                        
11, 招く             , まねく       , maneku       , to summon/to invite             , Verb             , 友達を招いてパーティーを開きます。         , I will invite my friends to the party.                  , Tomodachi o maite paatii o hirakimasu.                , Used for formal and informal invitations.                  
12, 案件             , あんけん     , anken        , item/matter                     , Noun             , その案件について話しましょう。             , Let’s talk about that matter.                           , Sono anken ni tsuite hanashimashou.                   ," Refers to topics of discussion, especially in business.    "
13, 在庫             , ざいこ       , zaiko        , inventory/stock                 , Noun             , 在庫が不足しています。                     , The inventory is running low.                           , Zaiko ga fusoku shiteimasu.                           , Used in retail and business contexts.                      
14, 発送             , はっそう     , hassou       , shipping/to ship                , Noun/Verb        , 商品は発送されました。                     , The product has been shipped.                           , Shouhin wa hassou saremashita.                        , Commonly used in logistics.                                
15, 発注             , はっちゅう   , hacchuu      , order/to order                  , Noun/Verb        , 発注をお願い致します。                     , I would like to place an order.                         , Hacchuu o onegai itashimasu.                          , Common in business transactions.                           
16, ただでさえ       , ただでさえ   , tadadesae    , even under normal circumstances , Adverb           , ただでさえ忙しいのに、さらに仕事が増えた。 ," Even under normal circumstances, my work has increased. "," Tada de sae isogashii noni, sara ni shigoto ga fueta. ", Used to indicate a situation that is already challenging.  
17, 再...            , さい...      , sai...       , re.../again                     , Prefix           , 再確認が必要です。                         , A re-confirmation is necessary.                         , Saikakunin ga hitsuyou desu.                          , Used to indicate repetition or return to a previous state. 
18, 割引             , わりびき     , waribiki     , discount/to discount            , Noun/Verb        , 割引が適用されました。                     , The discount has been applied.                          , Waribiki ga tekiyou saremashita.                      , Common in sales and promotions.                            
19, 取引先           , とりひきさき , torihikisaki , customer/client (company)       , Noun             , 取引先との会議があります。                 , There is a meeting with a client.                       , Torihikisaki to no kaigi ga arimasu.                  , Refers to a business relationship or client.               
20, 大型             , おおがた     , oogata       , large size/large-sized          , Noun/Adj.        , 大型のトラックが必要です。                 , A large truck is needed.                                , Oogata no torakku ga hitsuyou desu.                   , Indicates size; used in various contexts.                  
21, 許す             , ゆるす       , yurusu       , to forgive                      , Verb             , 彼を許すことはできません。                 , I cannot forgive him.                                   , Kare o yurusu koto wa dekimasen.                      , Used in moral and personal contexts.                       
