1,宅配便,たなくびん,takkyubin,home delivery,Noun,宅配便で本を注文しました。,I ordered a book by mail order.,takkyubin de hon wo chuumon shimashita.,A service for delivering goods to a customer's home or office.
2, 届け物 , とどけもの , todokemono , delivered goods , Noun , 届け物が届きました。 , The delivery has arrived. , todokemono ga todokimashita. , Something that has been delivered. 
3, 商品 , しょうひん , shouhin , product , Noun , この商品は人気があります。 , This product is popular. , kono shouhin wa ninki ga arimasu. ," Something that is manufactured or grown, especially for sale. "
4, 販売 , はんばい , hanbai , sale/to sell , Noun/Verb , この本は書店で販売されています。 , This book is sold at bookstores. , kono hon wa shoten de hanbai sarete imasu. , The action of selling something. 
5, 通信販売 , つうしんはんばい , tsuushin hanbai , mail order , Noun , 通信販売で服を買いました。 , I bought clothes by mail order. , tsuushin hanbai de fuku wo kaimashita. , Buying goods by mail or over the internet. 
6, 配達 , はいたつ , haitatsu , delivery/to deliver , Noun/Verb , 配達員が来ました。 , The delivery person has come. , haitatsuin ga kimashita. , The action of taking goods to a person or place. 
7, ハイヒール , ハイヒール , haihiiru , high heels , Noun , 彼女はいつもハイヒールを履いています。 , She always wears high heels. , kanojo wa itsumo haihiiru wo haite imasu. , A type of shoe with a high heel. 
8, スニーカー , スニーカー , sukunea , sneakers , Noun , 私は普段スニーカーを履いています。 , I usually wear sneakers. , watashi wa fudan sukunea wo haite imasu. ," A type of soft shoe with a rubber sole, originally designed for sports. "
9, ブーツ , ブーツ , buutsu , boots , Noun , 冬はブーツを履きます。 , I wear boots in winter. , fuyu wa buutsu wo hakimasu. , A type of shoe that covers the ankle and sometimes the lower calf. 
10, 気づく , きづく , kizuku , to notice , Verb , 私はその間違いに気づきました。 , I noticed the mistake. , watashi wa sono machigai ni kizukimashita. , To become aware of something. 
11, 気になる , きになる , kini naru , to be anxious/to worry , Verb , そのニュースが気になります。 , I'm worried about that news. , sono nyuusu ga kini narimasu. , To be concerned or troubled about something. 
12, 気にする , きにする , kini suru , to mind/to worry , Verb , そんなこと気にすることはありません。 , You don't have to worry about such a thing. , sonna koto kini suru koto wa arimasen. , To pay attention to or be concerned about something. 
13, 気に入る , 気に入る , ki ni iru , to be pleased with , Verb , この本は気に入りました。 , I liked this book. , kono hon wa ki ni irimasu. , To like or be fond of something. 
14, 思い出す , おもいだす , omoidasu , to remember , Verb , 子供の頃のことを思い出しました。 , I remembered my childhood. , kodomo no koro no koto wo omoidashimashita. , To recall something from the past. 
15, きつい , きつい , kitsui , hard/strong/stern/tight , Adjective , この靴はきついです。 , These shoes are tight. , kono kutsu wa kitsui desu. ," Difficult, severe, or tight. "
16, 汚れる , よごれる , yogoreru , to become dirty , Verb , 服が汚れました。 , My clothes got dirty. , fuku ga yogoremashita. , To become soiled or stained. 
17, 汚れ , よごれ , yogore , dirty , Noun , この服には汚れがあります。 , There is a stain on this shirt. , kono fuku ni wa yogore ga arimasu. , A mark or substance that makes something dirty. 
18, 返品 , へんぴん , henpin , returns/to return (goods) , Noun/Verb , この商品を返品したいです。 , I want to return this product. , kono shouhin wo henpin shitai desu. , The act of returning something that has been bought. 
