1,広告,こうこく,kōkoku,advertisement,Noun/Verb,その雑誌には多くの広告が掲載されています。,There are many advertisements in that magazine.,Sono zasshi ni wa ōku no kōkoku ga keisai sarete imasu.,"A notice or announcement in a public medium promoting a product, service, or event."
2, 論文 , ろんぶん , ronbun , thesis/essay , Noun , 彼は卒業論文を書いているところです。 , He is writing his graduation thesis. , Kare wa sotsugyō ronbun wo kaiteru tokoro desu. , A serious piece of writing discussing a particular subject. 
3, 発表 , はっぴょう , happyō , announcement/to announce , Noun/Verb , 発表会は来週です。 , The presentation will be next week. , Happyōkai wa raishū desu. , The action of making something known. 
4, 履歴書 , りれきしょ , rirekisho , résumé , Noun , 履歴書に写真を貼ってください。 , Please attach a photo to your resume. , Rirekisho ni shashin wo haru kudasai. , A document that gives a brief history of your work experience and qualifications. 
5, 面接 , めんせつ , mensetsu , interview/to interview , Noun/Verb , 面接は来週です。 , The interview is next week. , Mensetsu wa raishū desu. , A formal meeting in which someone is asked questions to assess their suitability for a job. 
6, 応じる , おうじる , ōjiru , to respond/to accept/to comply , Verb , ご要望にお応えします。 , I will meet your request. , Go yōbō ni ōjimasu. , To react to something in a particular way. 
7, 上達 , じょうたつ , jōtatsu , improvement/to improve/to progress , Noun/Verb , 日本語が上達しました。 , My Japanese has improved. , Nihongo ga jōtatsu shimashita. , The process of becoming better at something. 
8, 担当 , たんとう , tantō , in charge/to be in charge , Noun/Verb , 私はこのプロジェクトを担当しています。 , I am in charge of this project. , Watashi wa kono purojekuto wo tantō shite imasu. , To be responsible for something. 
9, 正社員 , せいしゃいん , seishain , full-time employee , Noun , 彼はこの会社で正社員として働いています。 , He works for this company as a full-time employee. , Kare wa kono kaisha de seishain toshite hataraite imasu. , A person who works full-time for a company. 
10, インターンシップ , インターンシップ , intān shippo , internship , Noun , 大学生の間にインターンシップを経験しました。 , I experienced an internship during my university years. , Daigakusei no aida ni intān shippo wo keiken shimashita. ," A temporary position with a company or organization, often for students. "
11, 営業 , えいぎょう , eigyō , business/trade/sales/to do business , Noun/Verb , 営業の仕事は大変です。 , Sales is a tough job. , Eigyō no shigoto wa taihen desu. , The activity of selling goods or services. 
12, 時給 , じきゅう , jikyu , hourly wage , Noun , 時給は1000円です。 , The hourly wage is 1000 yen. , Jikyu wa 1000 en desu. , The amount of money that a person earns per hour. 
13, 相談 , そうだん , sōdan , consultation/to consult , Noun/Verb , 何か問題があれば、私に相談してください。 ," If you have any problems, please consult me. "," Nanika mondai ga areba, watashi ni sōdan shite kudasai. ", To discuss something with someone. 
