1,株式,かぶしき,kabushiki,stocks,n,株式市場が活況です。,The stock market is active.,Kabushiki shijō ga kakkyō desu.,Common in finance discussions.
2, 投資             , とうし           , tōshi         , investment/to invest                               , n/vi           , 投資は重要です。                       , Investment is important.              , Tōshi wa jūyō desu.                         , Relevant in economic contexts.          
3, 生む             , うむ             , umu           , to give birth/to produce                           , vt             , 彼女は子供を生みました。               , She gave birth to a child.            , Kanojo wa kodomo o umimashita.              , Common in biological discussions.       
4, 作家             , さっか           , sakka         , writer/author                                      , n              , 彼は有名な作家です。                   , He is a famous writer.                , Kare wa yūmei na sakka desu.                , Common in literary contexts.            
5, 過言             , かごん           , kagon         , exaggeration/overstatement                         , n              , それは過言です。                       , That is an exaggeration.              , Sore wa kagon desu.                         , Relevant in discussions about claims.   
6, 天才             , てんさい         , tensai        , genius/prodigy                                     , n              , 彼は天才です。                         , He is a genius.                       , Kare wa tensai desu.                        , Common in discussions about talent.     
7, 捧げる           , ささげる         , sasageru      , to devote/to give                                  , vt             , 彼女はそのプロジェクトに捧げています。 , She devotes herself to that project.  , Kanojo wa sono purojekuto ni sasageteimasu. , Common in discussions of dedication.    
8, ゴールデンタイム , ごーるでんたいむ , gōruden taimu , prime time                                         , n              , テレビのゴールデンタイムです。         , It's prime time on TV.                , Terebi no gōruden taimu desu.               , Relevant in media discussions.          
9, 時間帯           , じかんたい       , jikantai      , time zone                                          , n              , 日本は UTC+9 の時間帯です。            , Japan is in the UTC+9 time zone.      , Nihon wa UTC+9 no jikantai desu.            , Important in global communication.      
10, 常識             , じょうしき       , jōshiki       , common sense/general knowledge                     , n              , 常識を持って行動しましょう。           , Let's act with common sense.          , Jōshiki o motte kōdō shimashou.             , Relevant in social discussions.         
11, 非常識           , ひじょうしき     , hijōshiki     , lack of common sense/unreasonable/rude             , n/na-adj       , 彼の行動は非常識です。                 , His behavior is unreasonable.         , Kare no kōdō wa hijōshiki desu.             , Important in discussions of behavior.   
12, ショック         , しょっく         , shokku        , shock/shocking                                     , n/na-adj       , そのニュースにはショックでした。       , I was shocked by that news.           , Sono nyūsu ni wa shokku deshita.            , Common in emotional discussions.        
13, 観客             , かんきゃく       , kankyaku      , audience/spectator                                 , n              , 観客が集まりました。                   , The audience gathered.                , Kankyaku ga atsumarimashita.                , Relevant in entertainment contexts.     
