1,1 つ,ひとつ,hitotsu,one (used when counting things),Counters,りんごが 1 つあります。,There is one apple.,Ringo ga hitotsu arimasu.,Used for counting individual items.
2, 2 つ             , ふたつ     , futatsu  , two                                , Counters       , バナナが 2 つあります。     , There are two bananas.       , Banana ga futatsu arimasu.          , Used for counting individual items.          
3, ~個              , ~こ        , ~ko      , counter suffix for small things    , Counters       , おにぎりが 3 個あります。   , There are three rice balls.  , Onigiri ga san ko arimasu.          ," Used for small, countable items.             "
4, 名               , めい       , mei      , counter suffix for people          , Counters       , 彼は 3 名の友人がいます。   , He has three friends.        , Kare wa san mei no yuujin ga imasu. , Used for counting people.                    
5, 何名             , なんめい   , nanmei   , how many people                    , Interrogative  , 何名ですか？                , How many people?             , Nanmei desu ka?                     , Used in questions about number of people.    
6, 有名             , ゆうめい   , yuumei   , famous                             , な-adj.        , 彼女は有名な歌手です。      , She is a famous singer.      , Kanojo wa yuumei na kashu desu.     , Indicates popularity or renown.              
7, 賑やか           , にぎやか   , nigiyaka , lively/busy                        , な-adj.        , この町は賑やかです。        , This town is lively.         , Kono machi wa nigiyaka desu.        , Describes a vibrant atmosphere.              
8, 静か             , しずか     , shizuka  , quiet                              , な-adj.        , この場所は静かです。        , This place is quiet.         , Kono basho wa shizuka desu.         , Describes a calm environment.                
9, 便利             , べんり     , benri    , convenient                         , な-adj.        , このアプリは便利です。      , This app is convenient.      , Kono apuri wa benri desu.           , Indicates usefulness or practicality.        
10, 不便             , ふべん     , fuben    , inconvenient                       , な-adj.        , ここは不便です。            , This place is inconvenient.  , Koko wa fuben desu.                 , Indicates difficulty or lack of convenience. 
11, 丈夫             , じょうぶ   , joubu    , strong/solid                       , な-adj.        , この家具は丈夫です。        , This furniture is strong.    , Kono kagu wa joubu desu.            , Refers to durability or sturdiness.          
12, 真面目           , まじめ     , majime   , serious/honest                     , な-adj.        , 彼は真面目な学生です。      , He is a serious student.     , Kare wa majime na gakusei desu.     , Indicates sincerity or diligence.            
13, 立派             , りっぱ     , rippa    , fine/respectable                   , な-adj.        , 彼女は立派な人です。        , She is a respectable person. , Kanojo wa rippa na hito desu.       , Refers to admirable qualities.               
14, 残念             , ざんねん   , zannen   , regrettable                        , な-adj.        , 残念ながら、行けません。    ," Regrettably, I cannot go.    "," Zannen nagara, ikemasen.            ", Expresses disappointment.                    
15, 暇               , ひま       , hima     , free                               , な-adj.        , 今は暇です。                , I am free now.               , Ima wa hima desu.                   , Indicates available time.                    
