1,忘年会,ぼうねんかい,bōnenkai,year-end party,n.,忘年会に参加します。,I will attend the year-end party.,Bōnenkai ni sanka shimasu.,Traditional Japanese gathering
2, 新年会           , しんねんかい , shinnenkai  , new year party             , n.             , 新年会の準備をしています。       , I am preparing for the new year party. , Shinnenkai no junbi o shiteimasu.      , Celebratory event for the new year      
3, 予約             , よやく       , yoyaku      , reservation/to book        , n./G3          , ホテルを予約しました。           , I made a hotel reservation.            , Hoteru o yoyaku shimashita.            , Common in travel and dining             
4, 話す             , はなす       , hanasu      , to talk/to speak           , G1             , 友達と話しています。             , I am talking with a friend.            , Tomodachi to hanashiteimasu.           , Everyday communication                  
5, 質問             , しつもん     , shitsumon   , question/to ask a question , n./G           , 質問がありますか？               , Do you have any questions?             , Shitsumon ga arimasu ka?               , Used in learning contexts               
6, 問題             , もんだい     , mondai      , problem/question           , n.             , この問題を解いてください。       , Please solve this problem.             , Kono mondai o toite kudasai.           , Common in academics and discussions     
7, 答える           , こたえる     , kotaeru     , to answer                  , G2             , 質問に答えました。               , I answered the question.               , Shitsumon ni kotaemashita.             , Refers to providing a response          
8, 答え             , こたえ       , kotae       , answer                     , n.             , 答えがわかりません。             , I do not understand the answer.        , Kotae ga wakarimasen.                  , Result of a question                    
9, 置く             , おく         , oku         , to put down                , G1             , 本をテーブルに置きました。       , I put the book on the table.           , Hon o tēburu ni okimashita.            , Common action                           
10, 売る             , うる         , uru         , to sell                    , G1             , 店で本を売っています。           , I am selling books at the store.       , Mise de hon o utteimasu.               , Related to commerce                     
11, 頼む             , たのむ       , tanomu      , to ask/request             , G1             , 友達に手伝いを頼みました。       , I asked my friend for help.            , Tomodachi ni tetsudai o tanomimashita. , Common in seeking assistance            
12, 呼ぶ             , よぶ         , yobu        , to call                    , G1             , 先生を呼びました。               , I called the teacher.                  , Sensei o yobimashita.                  , Refers to calling someone               
13, 困る             , こまる       , komaru      , to have trouble            , G1             , 困っています。                   , I am having trouble.                   , Komatteimasu.                          , Used when facing difficulties           
14, 危ない           , あぶない     , abunai      , dangerous                  , い-adj.        , 危ない場所に行かないでください。 , Please do not go to dangerous places.  , Abunai basho ni ikanaide kudasai.      , Safety-related term                     
15, 明るい           , あかるい     , akarui      , bright                     , い-adj.        , 明るい部屋が好きです。           , I like bright rooms.                   , Akarui heya ga suki desu.              , Refers to light and positivity          
16, 暗い             , くらい       , kurai       , dark                       , い-adj.        , 暗い場所には行きたくないです。   , I do not want to go to dark places.    , Kurai basho ni wa ikitakunai desu.     , Safety-related term                     
17, 電話会議         , でんわかいぎ , denwa kaigi , conference call            , n.             , 電話会議が行われます。           , A conference call will be held.        , Denwa kaigi ga okonawaremasu.          , Common in business settings             
18, タクシー         , タクシー     , takushī     , taxi                       , n.             , タクシーを呼びます。             , I will call a taxi.                    , Takushī o yobimasu.                    , Common mode of transport                
19, 勤める           , つとめる     , tsutomeru   , to work                    , G2             , 会社に勤めています。             , I work at a company.                   , Kaisha ni tsutometeimasu.              , Employment context                      
20, 次               , つぎ         , tsugi       , next                       , n.             , 次のバスを待っています。         , I am waiting for the next bus.         , Tsugi no basu o matteimasu.            , Indicates sequence                      
21, クラス           , クラス       , kurasu      , class                      , n.             , クラスが始まります。             , The class is starting.                 , Kurasu ga hajimarimasu.                , Common in educational contexts          
