1,姉,あね,ane,elder sister (your own sister),n.,姉は東京に住んでいます。,My elder sister lives in Tokyo.,Ane wa Tōkyō ni sundeimasu.,Used when referring to one's own sister
2, お姉さん         , おねえさん         , onēsan        , elder sister                        , n.             , お姉さんは優しいです。       , Your elder sister is kind.               , Onēsan wa yasashii desu.        , Polite term for someone else's sister   
3, 妹               , いもうと           , imōto         , younger sister                      , n.             , 妹が遊びに来ます。           , My younger sister is coming over.        , Imōto ga asobi ni kimasu.       , Refers to one's own younger sister      
4, 弟               , おとうと           , otōto         , younger brother                     , n.             , 弟はサッカーが好きです。     , My younger brother likes soccer.         , Otōto wa sakkā ga suki desu.    , Refers to one's own younger brother     
5, おば             , おば               , oba           , aunt (your own aunt)                , n.             , おばが遊びに来ます。         , My aunt is coming over.                  , Oba ga asobi ni kimasu.         , Used for one's own aunt                 
6, おばさん         , おばさん           , obasan        , aunt                                , n.             , おばさんはお料理が得意です。 , My aunt is good at cooking.              , Obasan wa ryōri ga tokui desu.  , General term for aunt                   
7, おじ             , おじ               , oji           , uncle (your own uncle)              , n.             , おじが車を持っています。     , My uncle has a car.                      , Oji ga kuruma o motteimasu.     , Used for one's own uncle                
8, おじさん         , おじさん           , ojisan        , uncle                               , n.             , おじさんは面白い人です。     , My uncle is an interesting person.       , Ojisan wa omoshiroi hito desu.  , General term for uncle                  
9, ~ちゃん          , ~ちゃん            , ~chan         , suffix added to a girl's first name , suffix         , さくらちゃんが来た。         , Sakura-chan has come.                    , Sakura-chan ga kita.            , Indicates familiarity or affection      
10, ~くん            , ~くん              , ~kun          , suffix added to a boy's first name  , suffix         , たろうくんは元気です。       , Taro-kun is doing well.                  , Tarō-kun wa genki desu.         ," Used for boys, often among friends      "
11, ハッピー遊園地   , ハッピーゆうえんち , Happī Yūenchi , Happy Amusement Park                , n.             , ハッピー遊園地は楽しいです。 , Happy Amusement Park is fun.             , Happī Yūenchi wa tanoshii desu. , Name of a specific amusement park       
12, 観覧車           , かんらんしゃ       , kanransha     , ferris wheel                        , n.             , 観覧車に乗りたいです。       , I want to ride the ferris wheel.         , Kanransha ni noritai desu.      , Popular attraction at amusement parks   
13, 前回             , ぜんかい           , zenkai        , last time                           , n.             , 前回は楽しかったです。       , Last time was fun.                       , Zenkai wa tanoshikatta desu.    , Refers to the previous occasion         
14, 次回             , じかい             , jikai         , next time                           , n.             , 次回はもっと面白いです。     , Next time will be more interesting.      , Jikai wa motto omoshiroi desu.  , Refers to the upcoming occasion         
15, 雨               , あめ               , ame           , rain                                , n.             , 雨が降っています。           , It is raining.                           , Ame ga futteimasu.              , Common weather term                     
16, 雪               , ゆき               , yuki          , snow                                , n.             , 雪が積もっています。         , Snow is piling up.                       , Yuki ga tsumotteimasu.          , Common weather term                     
17, 晴れ             , はれ               , hare          , clear weather                       , n.             , 晴れた日が好きです。         , I like sunny days.                       , Haretahi ga suki desu.          , Indicates good weather                  
18, 曇り             , くもり             , kumori        , cloudy weather                      , n.             , 今日は曇りです。             , Today is cloudy.                         , Kyō wa kumori desu.             , Indicates overcast conditions           
19, 風               , かぜ               , kaze          , wind                                , n.             , 風が強いです。               , The wind is strong.                      , Kaze ga tsuyoi desu.            , Common weather term                     
20, 晴れる           , はれる             , hareru        , to clear (up)                       , G2             , 天気が晴れます。             , The weather will clear up.               , Tenki ga haremasu.              , Refers to improving weather             
21, 降る             , ふる               , furu          , to fall (rain/snow)                 , G1             , 雨が降っています。           , It is raining.                           , Ame ga futteimasu.              , Refers to precipitation                 
22, 吹く             , ふく               , fuku          , to blow (wind)                      , G1             , 風が吹いています。           , The wind is blowing.                     , Kaze ga fuiteimasu.             , Refers to wind movement                 
23, 頃               , ごろ               , goro          , about/around (used for time)        , suffix         , 五時頃に会いましょう。       , Let's meet around five o'clock.          , Go-ji goro ni aimashou.         , Used for estimating time                
24, 辞書             , じしょ             , jisho         , dictionary                          , n.             , 辞書を使っています。         , I am using a dictionary.                 , Jisho o tsukatteimasu.          , Reference tool for language             
25, 電子辞書         , でんしじしょ       , denshi jisho  , electronic dictionary               , n.             , 電子辞書が便利です。         , The electronic dictionary is convenient. , Denshi jisho ga benri desu.     , Modern tool for language study          
26, 授業             , じゅぎょう , jugyō       , class                                 , n.             , 授業は午前九時に始まります。     , Class starts at 9 AM.                       , Jugyō wa gozen kyuu-ji ni hajimarimasu.         , Educational context                    
27, 富士山           , ふじさん   , Fujisan     , Mt. Fuji                              , n.             , 富士山は日本一高い山です。       , Mt. Fuji is the tallest mountain in Japan.  , Fujisan wa Nihon ichi takai yama desu.          , Iconic symbol of Japan                 
28, 山               , やま       , yama        , mountain                              , n.             , 山に登るのが好きです。           , I like climbing mountains.                  , Yama ni noboru no ga suki desu.                 , General term for a mountain            
29, 登る             , のぼる     , noboru      , to climb                              , G1             , 山を登るのは楽しいです。         , Climbing mountains is fun.                  , Yama o noboru no wa tanoshii desu.              , Action of ascending                    
30, 試合             , しあい     , shiai       , match/game                            , n.             , サッカーの試合があります。       , There is a soccer match.                    , Sakkā no shiai ga arimasu.                      , Competitive context                    
31, 勝つ             , かつ       , katsu       , to win                                , G1             , 試合に勝ちました。               , We won the match.                           , Shiai ni kachimashita.                          , Refers to achieving victory            
32, 留学             , りゅうがく , ryūgaku     , studying abroad/to study abroad       , n./G3          , 留学するのが夢です。             , Studying abroad is my dream.                , Ryūgaku suru no ga yume desu.                   , Common aspiration for students         
33, 夏休み           , なつやすみ , natsuyasumi , summer vacation                       , n.             , 夏休みが待ち遠しいです。         , I can't wait for summer vacation.           , Natsuyasumi ga machidooshii desu.               , School break during summer             
34, 冬休み           , ふゆやすみ , fuyuyasumi  , winter vacation                       , n.             , 冬休みは家族と過ごします。       , I spend winter vacation with my family.     , Fuyuyasumi wa kazoku to sugoshimasu.            , School break during winter             
35, 春休み           , はるやすみ , haruyasumi  , spring vacation                       , n.             , 春休みは旅行に行きます。         , I will go on a trip during spring vacation. , Haruyasumi wa ryokō ni ikimasu.                 , School break during spring             
36, 調べる           , しらべる   , shiraberu   , to examine/to search                  , G2             , 本を調べています。               , I am examining the book.                    , Hon o shirabeteimasu.                           , Refers to researching or investigating 
37, 出かける         , でかける   , dekakeru    , to go out                             , G2             , 友達と出かけます。               , I will go out with my friends.              , Tomodachi to dekakemasu.                        , Indicates leaving home for an outing   
38, 客               , きゃく     , kyaku       , customer                              , n.             , 客がたくさん来ています。         , Many customers are coming.                  , Kyaku ga takusan kiteimasu.                     , Refers to patrons or clients           
39, 店長             , てんちょう , tenchō      , store manager                         , n.             , 店長が新しい商品を紹介しました。 , The store manager introduced a new product. , Tenchō ga atarashii shōhin o shōkai shimashita. , Refers to the head of a store          
40, ケーキ           , ケーキ     , kēki        , cake                                  , n.             , ケーキがとても美味しいです。     , The cake is very delicious.                 , Kēki ga totemo oishii desu.                     , Popular dessert                        
41, 美乃梨           , みのり     , Minori      , Minori (a Japanese girl's first name) , n.             , 美乃梨さんはとても優しいです。   , Minori-san is very kind.                    , Minori-san wa totemo yasashii desu.             , Common name for girls                  
42, 和子             , かずこ     , Kazuko      , Kazuko (a Japanese girl's first name) , n.             , 和子さんは学生です。             , Kazuko-san is a student.                    , Kazuko-san wa gakusei desu.                     , Common name for girls                  
43, 拓也             , たくや     , Takuya      , Takuya (a Japanese boy's first name)  , n.             , 拓也くんはサッカー選手です。     , Takuya-kun is a soccer player.              , Takuya-kun wa sakkā senshu desu.                , Common name for boys                   
44, アパート         , アパート   , apāto       , apartment                             , n.             , アパートに住んでいます。         , I live in an apartment.                     , Apāto ni sundeimasu.                            , Type of housing                        
45, マンション       , マンション , manshon     , condominium                           , n.             , マンションは便利です。           , The condominium is convenient.              , Manshon wa benri desu.                          , More spacious than an apartment        
