1,試験,しけん,shiken,examination,n.,試験が来週です。,The exam is next week.,Shiken ga raishū desu.,Academic context
2, 留学生           , りゅうがくせい , ryūgakusei , international student     , n.             , 彼は留学生です。            , He is an international student. , Kare wa ryūgakusei desu.          , Study abroad context                 
3, 両親             , りょうしん     , ryōshin    , parents                   , n.             , 両親は旅行中です。          , My parents are traveling.       , Ryōshin wa ryokō-chū desu.        , Family context                       
4, よく             , よく           , yoku       , often/well                , adv.           , 彼はよく映画を見ます。      , He often watches movies.        , Kare wa yoku eiga o mimasu.       , Indicates frequency                  
5, もっと           , もっと         , motto      , more                      , adv.           , もっと勉強したいです。      , I want to study more.           , Motto benkyō shitai desu.         , Expresses desire for increase        
6, 頑張る           , がんばる       , ganbaru    , to do one's best          , G1             , 頑張ってください。          , Please do your best.            , Ganbatte kudasai.                 , Encouragement                        
7, 飛ぶ             , とぶ           , tobu       , to fly                    , G1             , 鳥が空を飛んでいます。      , A bird is flying in the sky.    , Tori ga sora o tondeimasu.        , Action related to movement           
8, 趣味             , しゅみ         , shumi      , interest/hobby            , n.             , 趣味は音楽を聴くことです。  , My hobby is listening to music. , Shumi wa ongaku o kiku koto desu. , Personal interests                   
9, 消える           , きえる         , kieru      , to disappear              , G2             , 照明が消えました。          , The light disappeared.          , Shōmei ga kiemashita.             , Common in describing loss            
10, 渡す             , わたす         , watasu     , to hand over              , G1             , 資料を渡しました。          , I handed over the documents.    , Shiryō o watashimashita.          , Action of giving                     
11, 渡る             , わたる         , wataru     , to cross                  , G1             , 橋を渡ります。              , I will cross the bridge.        , Hashi o watarimasu.               , Related to movement                  
12, 痛い             , いたい         , itai       , painful                   , い-adj.        , 足が痛いです。              , My foot hurts.                  , Ashi ga itai desu.                , Used to describe physical discomfort 
13, 可愛い           , かわいい       , kawaii     , cute/lovely               , い-adj.        , 猫が可愛いです。            , The cat is cute.                , Neko ga kawaii desu.              , Commonly used in compliments         
14, 風邪             , かぜ           , kaze       , a cold (illness)          , n.             , 風邪をひきました。          , I caught a cold.                , Kaze o hikimashita.               , Common illness                       
15, 引く             , ひく           , hiku       , to pull/to catch (a cold) , G1             , ドアを引いてください。      , Please pull the door.           , Doa o hiite kudasai.              , Common action                        
16, 体               , からだ         , karada     , body                      , n.             , 体が健康です。              , My body is healthy.             , Karada ga kenkō desu.             , Related to health                    
17, 頭               , あたま         , atama      , head                      , n.             , 頭が痛いです。              , My head hurts.                  , Atama ga itai desu.               , Commonly used in health context      
18, 足               , あし           , ashi       , foot                      , n.             , 足が疲れています。          , My foot is tired.               , Ashi ga tsukareteimasu.           , Part of the body                     
19, 目               , め             , me         , eye                       , n.             , 目がかゆいです。            , My eye is itchy.                , Me ga kayui desu.                 , Sensory organ                        
20, 鼻               , はな           , hana       , nose                      , n.             , 鼻水が出ています。          , I have a runny nose.            , Hanamizu ga deteimasu.            , Related to health                    
21, 耳               , みみ           , mimi       , ear                       , n.             , 耳が聞こえません。          , I can't hear from my ear.       , Mimi ga kikoemasen.               , Sensory organ                        
22, 口               , くち           , kuchi      , mouth                     , n.             , 口が渇いています。          , My mouth is dry.                , Kuchi ga kawaitemasu.             , Commonly used in health context      
23, 顔               , かお           , kao        , face                      , n.             , 彼女は顔が赤いです。        , She has a red face.             , Kanojo wa kao ga akai desu.       , Used in descriptions                 
24, お腹             , おなか         , onaka      , stomach                   , n.             , お腹がすいています。        , I am hungry.                    , Onaka ga suiteimasu.              , Commonly used in health context      
25, 病気             , びょうき       , byōki      , disease                   , n.             , 彼は病気です。              , He is sick.                     , Kare wa byōki desu.               , General term for illness             
26, 薬               , くすり           , kusuri        , medicine                                             , n.             , この薬を飲んでください。             , Please take this medicine.       , Kono kusuri o nonde kudasai.          , Used for health-related contexts  
